0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.12450221,0.24904014,0.12450396,0.24904028,0.49801442,0.24904026,0.124503925,0.2490403,0.12450215
-1.0,-0.5,0.0,-0.5,0.5,0.5,0.0,0.5,1.0
